surah,ayah,word_no,root
1,1,1,"س م و"
1,1,2,"ا ل ه"
1,1,3,"ر ح م"
1,1,4,"ر ح م"
1,2,1,"ح م د"
1,2,2,"ا ل ه"
1,2,3,"ر ب ب"
1,2,4,"ع ل م"
1,3,1,"ر ح م"
1,3,2,"ر ح م"
1,4,1,"م ل ك"
1,4,2,"ي و م"
1,4,3,"د ي ن"
1,5,2,"ع ب د"
1,5,4,"ع و ن"
1,6,1,"ه د ي"
1,6,2,"ص ر ط"
1,6,3,"ق و م"
1,7,1,"ص ر ط"
1,7,2,"ٱلَّذِى"
1,7,3,"ن ع م"
1,7,5,"غ ي ر"
1,7,6,"غ ض ب"
1,7,9,"ض ل ل"
2,2,2,"ك ت ب"
2,2,4,"ر ي ب"
2,2,6,"ه د ي"
2,2,7,"و ق ي"
2,3,1,"ٱلَّذِى"
2,3,2,"ا م ن"
2,3,3,"غ ي ب"
2,3,4,"ق و م"
2,3,5,"ص ل و"
2,3,7,"ر ز ق"
2,3,8,"ن ف ق"
2,4,1,"ٱلَّذِى"
2,4,2,"ا م ن"
2,4,4,"ن ز ل"
2,4,5,"إِلَىٰ"
2,4,7,"ن ز ل"
2,4,9,"ق ب ل"
2,4,10,"ا خ ر"
2,4,12,"ي ق ن"
2,5,3,"ه د ي"
2,5,5,"ر ب ب"
2,5,8,"ف ل ح"
2,6,2,"ٱلَّذِى"
2,6,3,"ك ف ر"
2,6,4,"س و ي"
2,6,6,"ن ذ ر"
2,6,7,"أَم"
2,6,9,"ن ذ ر"
2,6,11,"ا م ن"
2,7,1,"خ ت م"
2,7,2,"ا ل ه"
2,7,4,"ق ل ب"
2,7,6,"س م ع"
2,7,8,"ب ص ر"
2,7,9,"غ ش و"
2,7,11,"ع ذ ب"
2,7,12,"ع ظ م"
2,8,2,"ن و س"
2,8,4,"ق و ل"
2,8,5,"ا م ن"
2,8,6,"ا ل ه"
2,8,7,"ي و م"
2,8,8,"ا خ ر"
2,8,11,"ا م ن"
2,9,1,"خ د ع"
2,9,2,"ا ل ه"
2,9,3,"ٱلَّذِى"
2,9,4,"ا م ن"
2,9,6,"خ د ع"
2,9,7,"إِلَّا"
2,9,8,"ن ف س"
2,9,10,"ش ع ر"
2,10,2,"ق ل ب"
2,10,3,"م ر ض"
2,10,4,"ز ي د"
2,10,5,"ا ل ه"
2,10,6,"م ر ض"
2,10,8,"ع ذ ب"
2,10,9,"ا ل م"
2,10,11,"ك و ن"
2,10,12,"ك ذ ب"
2,11,1,"إِذَا"
2,11,2,"ق و ل"
2,11,5,"ف س د"
2,11,7,"ا ر ض"
2,11,8,"ق و ل"
2,11,11,"ص ل ح"
2,12,4,"ف س د"
2,12,7,"ش ع ر"
2,13,1,"إِذَا"
2,13,2,"ق و ل"
2,13,4,"ا م ن"
2,13,6,"ا م ن"
2,13,7,"ن و س"
2,13,8,"ق و ل"
2,13,9,"ا م ن"
2,13,11,"ا م ن"
2,13,12,"س ف ه"
2,13,16,"س ف ه"
2,13,19,"ع ل م"
2,14,1,"إِذَا"
2,14,2,"ل ق ي"
2,14,3,"ٱلَّذِى"
2,14,4,"ا م ن"
2,14,5,"ق و ل"
2,14,6,"ا م ن"
2,14,7,"إِذَا"
2,14,8,"خ ل و"
2,14,9,"إِلَىٰ"
2,14,10,"ش ط ن"
2,14,11,"ق و ل"
2,14,16,"ه ز ا"
2,15,1,"ا ل ه"
2,15,2,"ه ز ا"
2,15,4,"م د د"
2,15,6,"ط غ ي"
2,15,7,"ع م ه"
2,16,2,"ٱلَّذِى"
2,16,3,"ش ر ي"
2,16,4,"ض ل ل"
2,16,5,"ه د ي"
2,16,7,"ر ب ح"
2,16,8,"ت ج ر"
2,16,10,"ك و ن"
2,16,11,"ه د ي"
2,17,1,"م ث ل"
2,17,2,"م ث ل"
2,17,3,"ٱلَّذِى"
2,17,4,"و ق د"
2,17,5,"ن و ر"
2,17,7,"ض و ا"
2,17,9,"ح و ل"
2,17,10,"ذ ه ب"
2,17,11,"ا ل ه"
2,17,12,"ن و ر"
2,17,13,"ت ر ك"
2,17,15,"ظ ل م"
2,17,17,"ب ص ر"
2,18,1,"ص م م"
2,18,2,"ب ك م"
2,18,3,"ع م ي"
2,18,6,"ر ج ع"
2,19,2,"ص و ب"
2,19,4,"س م و"
2,19,6,"ظ ل م"
2,19,7,"ر ع د"
2,19,8,"ب ر ق"
2,19,9,"ج ع ل"
2,19,10,"ص ب ع"
2,19,12,"ا ذ ن"
2,19,14,"ص ع ق"
2,19,15,"ح ذ ر"
2,19,16,"م و ت"
2,19,17,"ا ل ه"
2,19,18,"ح و ط"
2,19,19,"ك ف ر"
2,20,1,"ك و د"
2,20,2,"ب ر ق"
2,20,3,"خ ط ف"
2,20,4,"ب ص ر"
2,20,5,"ك ل ل"
2,20,6,"ض و ا"
2,20,8,"م ش ي"
2,20,10,"إِذَا"
2,20,11,"ظ ل م"
2,20,13,"ق و م"
2,20,15,"ش ي ا"
2,20,16,"ا ل ه"
2,20,17,"ذ ه ب"
2,20,18,"س م ع"
2,20,19,"ب ص ر"
2,20,21,"ا ل ه"
2,20,23,"ك ل ل"
2,20,24,"ش ي ا"
2,20,25,"ق د ر"
2,21,2,"ن و س"
2,21,3,"ع ب د"
2,21,4,"ر ب ب"
2,21,5,"ٱلَّذِى"
2,21,6,"خ ل ق"
2,21,7,"ٱلَّذِى"
2,21,9,"ق ب ل"
2,21,11,"و ق ي"
2,22,1,"ٱلَّذِى"
2,22,2,"ج ع ل"
2,22,4,"ا ر ض"
2,22,5,"ف ر ش"
2,22,6,"س م و"
2,22,7,"ب ن ي"
2,22,8,"ن ز ل"
2,22,10,"س م و"
2,22,11,"م و ه"
2,22,12,"خ ر ج"
2,22,15,"ث م ر"
2,22,16,"ر ز ق"
2,22,19,"ج ع ل"
2,22,20,"ا ل ه"
2,22,21,"ن د د"
2,22,23,"ع ل م"
2,23,2,"ك و ن"
2,23,4,"ر ي ب"
2,23,6,"ن ز ل"
2,23,8,"ع ب د"
2,23,9,"ا ت ي"
2,23,10,"س و ر"
2,23,12,"م ث ل"
2,23,13,"د ع و"
2,23,14,"ش ه د"
2,23,16,"د و ن"
2,23,17,"ا ل ه"
2,23,19,"ك و ن"
2,23,20,"ص د ق"
2,24,3,"ف ع ل"
2,24,5,"ف ع ل"
2,24,6,"و ق ي"
2,24,7,"ن و ر"
2,24,8,"ٱلَّذِى"
2,24,9,"و ق د"
2,24,10,"ن و س"
2,24,11,"ح ج ر"
2,24,12,"ع د د"
2,24,13,"ك ف ر"
2,25,1,"ب ش ر"
2,25,2,"ٱلَّذِى"
2,25,3,"ا م ن"
2,25,4,"ع م ل"
2,25,5,"ص ل ح"
2,25,8,"ج ن ن"
2,25,9,"ج ر ي"
2,25,11,"ت ح ت"
2,25,12,"ن ه ر"
2,25,13,"ك ل ل"
2,25,14,"ر ز ق"
2,25,17,"ث م ر"
2,25,18,"ر ز ق"
2,25,19,"ق و ل"
2,25,21,"ٱلَّذِى"
2,25,22,"ر ز ق"
2,25,24,"ق ب ل"
2,25,25,"ا ت ي"
2,25,27,"ش ب ه"
2,25,30,"ز و ج"
2,25,31,"ط ه ر"
2,25,34,"خ ل د"
2,26,2,"ا ل ه"
2,26,4,"ح ي ي"
2,26,6,"ض ر ب"
2,26,7,"م ث ل"
2,26,9,"ب ع ض"
2,26,11,"ف و ق"
2,26,12,"أَمَّا"
2,26,13,"ٱلَّذِى"
2,26,14,"ا م ن"
2,26,15,"ع ل م"
2,26,17,"ح ق ق"
2,26,19,"ر ب ب"
2,26,20,"أَمَّا"
2,26,21,"ٱلَّذِى"
2,26,22,"ك ف ر"
2,26,23,"ق و ل"
2,26,25,"ر و د"
2,26,26,"ا ل ه"
2,26,28,"م ث ل"
2,26,29,"ض ل ل"
2,26,31,"ك ث ر"
2,26,32,"ه د ي"
2,26,34,"ك ث ر"
2,26,36,"ض ل ل"
2,26,38,"إِلَّا"
2,26,39,"ف س ق"
2,27,1,"ٱلَّذِى"
2,27,2,"ن ق ض"
2,27,3,"ع ه د"
2,27,4,"ا ل ه"
2,27,6,"ب ع د"
2,27,7,"و ث ق"
2,27,8,"ق ط ع"
2,27,10,"ا م ر"
2,27,11,"ا ل ه"
2,27,14,"و ص ل"
2,27,15,"ف س د"
2,27,17,"ا ر ض"
2,27,20,"خ س ر"
2,28,1,"ك ي ف"
2,28,2,"ك ف ر"
2,28,3,"ا ل ه"
2,28,4,"ك و ن"
2,28,5,"م و ت"
2,28,6,"ح ي ي"
2,28,8,"م و ت"
2,28,10,"ح ي ي"
2,28,12,"إِلَىٰ"
2,28,13,"ر ج ع"
2,29,2,"ٱلَّذِى"
2,29,3,"خ ل ق"
2,29,7,"ا ر ض"
2,29,8,"ج م ع"
2,29,10,"س و ي"
2,29,11,"إِلَىٰ"
2,29,12,"س م و"
2,29,13,"س و ي"
2,29,14,"س ب ع"
2,29,15,"س م و"
2,29,17,"ك ل ل"
2,29,18,"ش ي ا"
2,29,19,"ع ل م"
2,30,1,"إِذ"
2,30,2,"ق و ل"
2,30,3,"ر ب ب"
2,30,4,"م ل ك"
2,30,6,"ج ع ل"
2,30,8,"ا ر ض"
2,30,9,"خ ل ف"
2,30,10,"ق و ل"
2,30,11,"ج ع ل"
2,30,14,"ف س د"
2,30,16,"س ف ك"
2,30,17,"د م و"
2,30,19,"س ب ح"
2,30,20,"ح م د"
2,30,21,"ق د س"
2,30,23,"ق و ل"
2,30,25,"ع ل م"
2,30,28,"ع ل م"
2,31,1,"ع ل م"
2,31,2,"آدَم"
2,31,3,"س م و"
2,31,4,"ك ل ل"
2,31,6,"ع ر ض"
2,31,8,"م ل ك"
2,31,9,"ق و ل"
2,31,10,"ن ب ا"
2,31,11,"س م و"
2,31,14,"ك و ن"
2,31,15,"ص د ق"
2,32,1,"ق و ل"
2,32,2,"س ب ح"
2,32,4,"ع ل م"
2,32,6,"إِلَّا"
2,32,8,"ع ل م"
2,32,11,"ع ل م"
2,32,12,"ح ك م"
2,33,1,"ق و ل"
2,33,2,"آدَم"
2,33,3,"ن ب ا"
2,33,4,"س م و"
2,33,6,"ن ب ا"
2,33,7,"س م و"
2,33,8,"ق و ل"
2,33,10,"ق و ل"
2,33,13,"ع ل م"
2,33,14,"غ ي ب"
2,33,15,"س م و"
2,33,16,"ا ر ض"
2,33,17,"ع ل م"
2,33,19,"ب د و"
2,33,21,"ك و ن"
2,33,22,"ك ت م"
2,34,1,"إِذ"
2,34,2,"ق و ل"
2,34,3,"م ل ك"
2,34,4,"س ج د"
2,34,5,"آدَم"
2,34,6,"س ج د"
2,34,7,"إِلَّا"
2,34,8,"إِبْلِيس"
2,34,9,"ا ب ي"
2,34,10,"ك ب ر"
2,34,11,"ك و ن"
2,34,13,"ك ف ر"
2,35,1,"ق و ل"
2,35,2,"آدَم"
2,35,3,"س ك ن"
2,35,5,"ز و ج"
2,35,6,"ج ن ن"
2,35,7,"ا ك ل"
2,35,9,"ر غ د"
2,35,10,"ح ي ث"
2,35,11,"ش ي ا"
2,35,13,"ق ر ب"
2,35,15,"ش ج ر"
2,35,16,"ك و ن"
2,35,18,"ظ ل م"
2,36,1,"ز ل ل"
2,36,2,"ش ط ن"
2,36,4,"خ ر ج"
2,36,6,"ك و ن"
2,36,8,"ق و ل"
2,36,9,"ه ب ط"
2,36,10,"ب ع ض"
2,36,11,"ب ع ض"
2,36,12,"ع د و"
2,36,15,"ا ر ض"
2,36,16,"ق ر ر"
2,36,17,"م ت ع"
2,36,18,"إِلَىٰ"
2,36,19,"ح ي ن"
2,37,1,"ل ق ي"
2,37,2,"آدَم"
2,37,4,"ر ب ب"
2,37,5,"ك ل م"
2,37,6,"ت و ب"
2,37,10,"ت و ب"
2,37,11,"ر ح م"
2,38,1,"ق و ل"
2,38,2,"ه ب ط"
2,38,4,"ج م ع"
2,38,5,"إِمَّا"
2,38,6,"ا ت ي"
2,38,8,"ه د ي"
2,38,10,"ت ب ع"
2,38,11,"ه د ي"
2,38,13,"خ و ف"
2,38,17,"ح ز ن"
2,39,1,"ٱلَّذِى"
2,39,2,"ك ف ر"
2,39,3,"ك ذ ب"
2,39,4,"ا ي ي"
2,39,6,"ص ح ب"
2,39,7,"ن و ر"
2,39,10,"خ ل د"
2,40,1,"ب ن ي"
2,40,2,"إِسْرَائِيل"
2,40,3,"ذ ك ر"
2,40,4,"ن ع م"
2,40,5,"ٱلَّذِى"
2,40,6,"ن ع م"
2,40,8,"و ف ي"
2,40,9,"ع ه د"
2,40,10,"و ف ي"
2,40,11,"ع ه د"
2,40,13,"ر ه ب"
2,41,1,"ا م ن"
2,41,3,"ن ز ل"
2,41,4,"ص د ق"
2,41,8,"ك و ن"
2,41,9,"ا و ل"
2,41,10,"ك ف ر"
2,41,13,"ش ر ي"
2,41,14,"ا ي ي"
2,41,15,"ث م ن"
2,41,16,"ق ل ل"
2,41,18,"و ق ي"
2,42,2,"ل ب س"
2,42,3,"ح ق ق"
2,42,4,"ب ط ل"
2,42,5,"ك ت م"
2,42,6,"ح ق ق"
2,42,8,"ع ل م"
2,43,1,"ق و م"
2,43,2,"ص ل و"
2,43,3,"ا ت ي"
2,43,4,"ز ك و"
2,43,5,"ر ك ع"
2,43,7,"ر ك ع"
2,44,1,"ا م ر"
2,44,2,"ن و س"
2,44,3,"ب ر ر"
2,44,4,"ن س ي"
2,44,5,"ن ف س"
2,44,7,"ت ل و"
2,44,8,"ك ت ب"
2,44,10,"ع ق ل"
2,45,1,"ع و ن"
2,45,2,"ص ب ر"
2,45,3,"ص ل و"
2,45,5,"ك ب ر"
2,45,6,"إِلَّا"
2,45,8,"خ ش ع"
2,46,1,"ٱلَّذِى"
2,46,2,"ظ ن ن"
2,46,4,"ل ق ي"
2,46,5,"ر ب ب"
2,46,7,"إِلَىٰ"
2,46,8,"ر ج ع"
2,47,1,"ب ن ي"
2,47,2,"إِسْرَائِيل"
2,47,3,"ذ ك ر"
2,47,4,"ن ع م"
2,47,5,"ٱلَّذِى"
2,47,6,"ن ع م"
2,47,9,"ف ض ل"
2,47,11,"ع ل م"
2,48,1,"و ق ي"
2,48,2,"ي و م"
2,48,4,"ج ز ي"
2,48,5,"ن ف س"
2,48,7,"ن ف س"
2,48,8,"ش ي ا"
2,48,10,"ق ب ل"
2,48,12,"ش ف ع"
2,48,14,"ا خ ذ"
2,48,16,"ع د ل"
2,48,19,"ن ص ر"
2,49,1,"إِذ"
2,49,2,"ن ج و"
2,49,4,"ا و ل"
2,49,6,"س و م"
2,49,7,"س و ا"
2,49,8,"ع ذ ب"
2,49,9,"ذ ب ح"
2,49,10,"ب ن ي"
2,49,11,"ح ي ي"
2,49,12,"ن س و"
2,49,15,"ب ل و"
2,49,17,"ر ب ب"
2,49,18,"ع ظ م"
2,50,1,"إِذ"
2,50,2,"ف ر ق"
2,50,4,"ب ح ر"
2,50,5,"ن ج و"
2,50,6,"غ ر ق"
2,50,7,"ا و ل"
2,50,10,"ن ظ ر"
2,51,1,"إِذ"
2,51,2,"و ع د"
2,51,4,"ر ب ع"
2,51,5,"ل ي ل"
2,51,7,"ا خ ذ"
2,51,8,"ع ج ل"
2,51,10,"ب ع د"
2,51,12,"ظ ل م"
2,52,2,"ع ف و"
2,52,5,"ب ع د"
2,52,8,"ش ك ر"
2,53,1,"إِذ"
2,53,2,"ا ت ي"
2,53,4,"ك ت ب"
2,53,5,"ف ر ق"
2,53,7,"ه د ي"
2,54,1,"إِذ"
2,54,2,"ق و ل"
2,54,4,"ق و م"
2,54,5,"ق و م"
2,54,7,"ظ ل م"
2,54,8,"ن ف س"
2,54,9,"ا خ ذ"
2,54,10,"ع ج ل"
2,54,11,"ت و ب"
2,54,12,"إِلَىٰ"
2,54,13,"ب ر ا"
2,54,14,"ق ت ل"
2,54,15,"ن ف س"
2,54,17,"خ ي ر"
2,54,19,"ع ن د"
2,54,20,"ب ر ا"
2,54,21,"ت و ب"
2,54,25,"ت و ب"
2,54,26,"ر ح م"
2,55,1,"إِذ"
2,55,2,"ق و ل"
2,55,5,"ا م ن"
2,55,8,"ر ا ي"
2,55,9,"ا ل ه"
2,55,10,"ج ه ر"
2,55,11,"ا خ ذ"
2,55,12,"ص ع ق"
2,55,14,"ن ظ ر"
2,56,2,"ب ع ث"
2,56,4,"ب ع د"
2,56,5,"م و ت"
2,56,7,"ش ك ر"
2,57,1,"ظ ل ل"
2,57,3,"غ م م"
2,57,4,"ن ز ل"
2,57,6,"م ن ن"
2,57,7,"س ل و"
2,57,8,"ا ك ل"
2,57,10,"ط ي ب"
2,57,12,"ر ز ق"
2,57,14,"ظ ل م"
2,57,16,"ك و ن"
2,57,17,"ن ف س"
2,57,18,"ظ ل م"
2,58,1,"إِذ"
2,58,2,"ق و ل"
2,58,3,"د خ ل"
2,58,5,"ق ر ي"
2,58,6,"ا ك ل"
2,58,8,"ح ي ث"
2,58,9,"ش ي ا"
2,58,10,"ر غ د"
2,58,11,"د خ ل"
2,58,12,"ب و ب"
2,58,13,"س ج د"
2,58,14,"ق و ل"
2,58,15,"ح ط ط"
2,58,16,"غ ف ر"
2,58,18,"خ ط ا"
2,58,19,"ز ي د"
2,58,20,"ح س ن"
2,59,1,"ب د ل"
2,59,2,"ٱلَّذِى"
2,59,3,"ظ ل م"
2,59,4,"ق و ل"
2,59,5,"غ ي ر"
2,59,6,"ٱلَّذِى"
2,59,7,"ق و ل"
2,59,9,"ن ز ل"
2,59,11,"ٱلَّذِى"
2,59,12,"ظ ل م"
2,59,13,"ر ج ز"
2,59,15,"س م و"
2,59,17,"ك و ن"
2,59,18,"ف س ق"
2,60,1,"إِذ"
2,60,2,"س ق ي"
2,60,4,"ق و م"
2,60,5,"ق و ل"
2,60,6,"ض ر ب"
2,60,7,"ع ص و"
2,60,8,"ح ج ر"
2,60,9,"ف ج ر"
2,60,11,"ث ن ي"
2,60,12,"ع ش ر"
2,60,13,"ع ي ن"
2,60,15,"ع ل م"
2,60,16,"ك ل ل"
2,60,17,"ا ن س"
2,60,18,"ش ر ب"
2,60,19,"ا ك ل"
2,60,20,"ش ر ب"
2,60,22,"ر ز ق"
2,60,23,"ا ل ه"
2,60,25,"ع ث و"
2,60,27,"ا ر ض"
2,60,28,"ف س د"
2,61,1,"إِذ"
2,61,2,"ق و ل"
2,61,5,"ص ب ر"
2,61,7,"ط ع م"
2,61,8,"و ح د"
2,61,9,"د ع و"
2,61,11,"ر ب ب"
2,61,12,"خ ر ج"
2,61,15,"ن ب ت"
2,61,16,"ا ر ض"
2,61,18,"ب ق ل"
2,61,19,"ق ث ا"
2,61,20,"ف و م"
2,61,21,"ع د س"
2,61,22,"ب ص ل"
2,61,23,"ق و ل"
2,61,24,"ب د ل"
2,61,25,"ٱلَّذِى"
2,61,27,"د ن و"
2,61,28,"ٱلَّذِى"
2,61,30,"خ ي ر"
2,61,31,"ه ب ط"
2,61,32,"م ص ر"
2,61,36,"س ا ل"
2,61,37,"ض ر ب"
2,61,39,"ذ ل ل"
2,61,40,"س ك ن"
2,61,41,"ب و ا"
2,61,42,"غ ض ب"
2,61,44,"ا ل ه"
2,61,47,"ك و ن"
2,61,48,"ك ف ر"
2,61,49,"ا ي ي"
2,61,50,"ا ل ه"
2,61,51,"ق ت ل"
2,61,52,"ن ب ا"
2,61,53,"غ ي ر"
2,61,54,"ح ق ق"
2,61,57,"ع ص ي"
2,61,58,"ك و ن"
2,61,59,"ع د و"
2,62,2,"ٱلَّذِى"
2,62,3,"ا م ن"
2,62,4,"ٱلَّذِى"
2,62,5,"ه و د"
2,62,6,"ن ص ر"
2,62,7,"ص ب ا"
2,62,9,"ا م ن"
2,62,10,"ا ل ه"
2,62,11,"ي و م"
2,62,12,"ا خ ر"
2,62,13,"ع م ل"
2,62,14,"ص ل ح"
2,62,16,"ا ج ر"
2,62,17,"ع ن د"
2,62,18,"ر ب ب"
2,62,20,"خ و ف"
2,62,24,"ح ز ن"
2,63,1,"إِذ"
2,63,2,"ا خ ذ"
2,63,3,"و ث ق"
2,63,4,"ر ف ع"
2,63,5,"ف و ق"
2,63,6,"ط و ر"
2,63,7,"ا خ ذ"
2,63,9,"ا ت ي"
2,63,10,"ق و ي"
2,63,11,"ذ ك ر"
2,63,15,"و ق ي"
2,64,2,"و ل ي"
2,64,4,"ب ع د"
2,64,7,"ف ض ل"
2,64,8,"ا ل ه"
2,64,10,"ر ح م"
2,64,11,"ك و ن"
2,64,13,"خ س ر"
2,65,2,"ع ل م"
2,65,3,"ٱلَّذِى"
2,65,4,"ع د و"
2,65,7,"س ب ت"
2,65,8,"ق و ل"
2,65,10,"ك و ن"
2,65,11,"ق ر د"
2,65,12,"خ س ا"
2,66,1,"ج ع ل"
2,66,2,"ن ك ل"
2,66,4,"ب ي ن"
2,66,5,"ي د ي"
2,66,7,"خ ل ف"
2,66,8,"و ع ظ"
2,66,9,"و ق ي"
2,67,1,"إِذ"
2,67,2,"ق و ل"
2,67,4,"ق و م"
2,67,6,"ا ل ه"
2,67,7,"ا م ر"
2,67,9,"ذ ب ح"
2,67,10,"ب ق ر"
2,67,11,"ق و ل"
2,67,12,"ا خ ذ"
2,67,13,"ه ز ا"
2,67,14,"ق و ل"
2,67,15,"ع و ذ"
2,67,16,"ا ل ه"
2,67,18,"ك و ن"
2,67,20,"ج ه ل"
2,68,1,"ق و ل"
2,68,2,"د ع و"
2,68,4,"ر ب ب"
2,68,5,"ب ي ن"
2,68,9,"ق و ل"
2,68,11,"ق و ل"
2,68,13,"ب ق ر"
2,68,15,"ف ر ض"
2,68,17,"ب ك ر"
2,68,18,"ع و ن"
2,68,19,"ب ي ن"
2,68,21,"ف ع ل"
2,68,23,"ا م ر"
2,69,1,"ق و ل"
2,69,2,"د ع و"
2,69,4,"ر ب ب"
2,69,5,"ب ي ن"
2,69,8,"ل و ن"
2,69,9,"ق و ل"
2,69,11,"ق و ل"
2,69,13,"ب ق ر"
2,69,14,"ص ف ر"
2,69,15,"ف ق ع"
2,69,16,"ل و ن"
2,69,17,"س ر ر"
2,69,18,"ن ظ ر"
2,70,1,"ق و ل"
2,70,2,"د ع و"
2,70,4,"ر ب ب"
2,70,5,"ب ي ن"
2,70,10,"ب ق ر"
2,70,11,"ش ب ه"
2,70,15,"ش ي ا"
2,70,16,"ا ل ه"
2,70,17,"ه د ي"
2,71,1,"ق و ل"
2,71,3,"ق و ل"
2,71,5,"ب ق ر"
2,71,7,"ذ ل ل"
2,71,8,"ث و ر"
2,71,9,"ا ر ض"
2,71,11,"س ق ي"
2,71,12,"ح ر ث"
2,71,13,"س ل م"
2,71,15,"و ش ي"
2,71,17,"ق و ل"
2,71,19,"ج ي ا"
2,71,20,"ح ق ق"
2,71,21,"ذ ب ح"
2,71,23,"ك و د"
2,71,24,"ف ع ل"
2,72,1,"إِذ"
2,72,2,"ق ت ل"
2,72,3,"ن ف س"
2,72,4,"د ر ا"
2,72,6,"ا ل ه"
2,72,7,"خ ر ج"
2,72,9,"ك و ن"
2,72,10,"ك ت م"
2,73,1,"ق و ل"
2,73,2,"ض ر ب"
2,73,3,"ب ع ض"
2,73,5,"ح ي ي"
2,73,6,"ا ل ه"
2,73,7,"م و ت"
2,73,8,"ر ا ي"
2,73,9,"ا ي ي"
2,73,11,"ع ق ل"
2,74,2,"ق س و"
2,74,3,"ق ل ب"
2,74,5,"ب ع د"
2,74,8,"ح ج ر"
2,74,10,"ش د د"
2,74,11,"ق س و"
2,74,14,"ح ج ر"
2,74,16,"ف ج ر"
2,74,18,"ن ه ر"
2,74,22,"ش ق ق"
2,74,23,"خ ر ج"
2,74,25,"م و ه"
2,74,29,"ه ب ط"
2,74,31,"خ ش ي"
2,74,32,"ا ل ه"
2,74,34,"ا ل ه"
2,74,35,"غ ف ل"
2,74,37,"ع م ل"
2,75,1,"ط م ع"
2,75,3,"ا م ن"
2,75,6,"ك و ن"
2,75,7,"ف ر ق"
2,75,9,"س م ع"
2,75,10,"ك ل م"
2,75,11,"ا ل ه"
2,75,13,"ح ر ف"
2,75,15,"ب ع د"
2,75,17,"ع ق ل"
2,75,19,"ع ل م"
2,76,1,"إِذَا"
2,76,2,"ل ق ي"
2,76,3,"ٱلَّذِى"
2,76,4,"ا م ن"
2,76,5,"ق و ل"
2,76,6,"ا م ن"
2,76,7,"إِذَا"
2,76,8,"خ ل و"
2,76,9,"ب ع ض"
2,76,10,"إِلَىٰ"
2,76,11,"ب ع ض"
2,76,12,"ق و ل"
2,76,13,"ح د ث"
2,76,15,"ف ت ح"
2,76,16,"ا ل ه"
2,76,18,"ح ج ج"
2,76,20,"ع ن د"
2,76,21,"ر ب ب"
2,76,23,"ع ق ل"
2,77,2,"ع ل م"
2,77,4,"ا ل ه"
2,77,5,"ع ل م"
2,77,7,"س ر ر"
2,77,9,"ع ل ن"
2,78,2,"ا م م"
2,78,4,"ع ل م"
2,78,5,"ك ت ب"
2,78,6,"إِلَّا"
2,78,7,"م ن ي"
2,78,10,"إِلَّا"
2,78,11,"ظ ن ن"
2,79,2,"ٱلَّذِى"
2,79,3,"ك ت ب"
2,79,4,"ك ت ب"
2,79,5,"ي د ي"
2,79,7,"ق و ل"
2,79,10,"ع ن د"
2,79,11,"ا ل ه"
2,79,12,"ش ر ي"
2,79,14,"ث م ن"
2,79,15,"ق ل ل"
2,79,19,"ك ت ب"
2,79,20,"ي د ي"
2,79,24,"ك س ب"
2,80,1,"ق و ل"
2,80,3,"م س س"
2,80,4,"ن و ر"
2,80,5,"إِلَّا"
2,80,6,"ي و م"
2,80,7,"ع د د"
2,80,8,"ق و ل"
2,80,9,"ا خ ذ"
2,80,10,"ع ن د"
2,80,11,"ا ل ه"
2,80,12,"ع ه د"
2,80,14,"خ ل ف"
2,80,15,"ا ل ه"
2,80,16,"ع ه د"
2,80,17,"أَم"
2,80,18,"ق و ل"
2,80,20,"ا ل ه"
2,80,23,"ع ل م"
2,81,3,"ك س ب"
2,81,4,"س و ا"
2,81,5,"ح و ط"
2,81,7,"خ ط ا"
2,81,9,"ص ح ب"
2,81,10,"ن و ر"
2,81,13,"خ ل د"
2,82,1,"ٱلَّذِى"
2,82,2,"ا م ن"
2,82,3,"ع م ل"
2,82,4,"ص ل ح"
2,82,6,"ص ح ب"
2,82,7,"ج ن ن"
2,82,10,"خ ل د"
2,83,1,"إِذ"
2,83,2,"ا خ ذ"
2,83,3,"و ث ق"
2,83,4,"ب ن ي"
2,83,5,"إِسْرَائِيل"
2,83,7,"ع ب د"
2,83,8,"إِلَّا"
2,83,9,"ا ل ه"
2,83,10,"و ل د"
2,83,11,"ح س ن"
2,83,13,"ق ر ب"
2,83,14,"ي ت م"
2,83,15,"س ك ن"
2,83,16,"ق و ل"
2,83,17,"ن و س"
2,83,18,"ح س ن"
2,83,19,"ق و م"
2,83,20,"ص ل و"
2,83,21,"ا ت ي"
2,83,22,"ز ك و"
2,83,24,"و ل ي"
2,83,25,"إِلَّا"
2,83,26,"ق ل ل"
2,83,29,"ع ر ض"
2,84,1,"إِذ"
2,84,2,"ا خ ذ"
2,84,3,"و ث ق"
2,84,5,"س ف ك"
2,84,6,"د م و"
2,84,8,"خ ر ج"
2,84,9,"ن ف س"
2,84,11,"د و ر"
2,84,13,"ق ر ر"
2,84,15,"ش ه د"
2,85,4,"ق ت ل"
2,85,5,"ن ف س"
2,85,6,"خ ر ج"
2,85,7,"ف ر ق"
2,85,10,"د و ر"
2,85,11,"ظ ه ر"
2,85,13,"ا ث م"
2,85,14,"ع د و"
2,85,16,"ا ت ي"
2,85,17,"ا س ر"
2,85,18,"ف د ي"
2,85,20,"ح ر م"
2,85,22,"خ ر ج"
2,85,23,"ا م ن"
2,85,24,"ب ع ض"
2,85,25,"ك ت ب"
2,85,26,"ك ف ر"
2,85,27,"ب ع ض"
